"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32"
-0.219328602514357;0.236496191485068;-0.434022049950092;-0.24225983678479;-0.18608038694023;0.159399057413581;0.138883042860006;0.29991522339867;0.200151472363168;-0.11425898312992;-0.00536799200851216;-0.191273346775059;0.0334407177405981;-0.122437267531826;0.182725999978861;-0.116506962687456;-0.143767605241236;0.439564178206191;0.188231532888303;0.075583300885918;-0.119726185085609;0.158265780502029;-0.00108686900002969;-0.0724990192433682;-0.0522444682787434;-0.0453862487710221;-0.115542004882191;-0.0310271806662554;-0.0826385788619483;-0.0205133341197731;0.0235090735528252;-0.0158740074915426
-0.209201075718243;0.30767114005639;-0.348702275625737;-0.169712372026614;-0.030484215024661;0.0327058959436849;0.0182166756408376;-0.0850725912706687;0.13984832173432;0.181854707112321;-0.0577545564859002;0.041806771756864;-0.051489215047863;0.183386876987139;-0.651981836071752;0.102261715362059;0.0681955180444983;-0.162296657177725;-0.0178676268901751;0.0594561460637497;-0.00649838134953385;-0.306710672768149;0.0973231456764886;0.0921460576318102;0.0520662474807635;-0.0279834071715916;0.00542756882266943;0.0870748512298608;0.0686806689119733;0.0364810524259585;0.0843033553012794;-0.0299337559745355
-0.194870882289952;0.381134005032465;-0.187401272210922;-0.00561550717458768;0.0686479222326324;-0.0678749820892001;-0.113018793082182;-0.230031744868884;0.0832356099249169;0.18685859614226;-0.0978332349187158;0.0181387114489505;-0.0607424368808163;0.0229730446792454;0.384827645842038;0.0924558573964414;-0.0949505919214095;-0.450094184260675;0.116404535031818;-0.270880795424416;0.21245114176165;0.195606815029356;-0.169019758219458;-0.0138697078398589;-0.0638560928964008;0.10620594721038;-0.147625449829224;-0.201235112723382;-0.00286889952004395;0.0278556205229491;-0.0330076802189719;-0.0616228913572899
-0.182209132185343;0.355766081165732;0.0362997956517267;0.106631943496565;0.343152889365188;0.0406397152453989;-0.105566981108919;0.138448836281129;-0.0193002507590071;-0.0470347267793551;0.238954168378981;-0.0842730053720349;0.161382474990732;-0.135089771758171;0.182206243545703;-0.240561348413204;0.165174957349841;-0.0711858452884108;-0.26347417351001;0.120672254497968;-0.142470380961878;-0.214252462688331;-0.0487577388608243;-0.101828348522008;0.131367359530978;0.253702232876702;0.255375472209111;0.0581079751864674;0.0206141305507346;-0.0563792144305985;0.290242124672996;0.205761488225796
-0.164077655174828;0.226829076778739;0.198583939176105;0.106006237317726;0.227434433461394;0.354595292590203;-0.183224059647124;0.0456624031318155;-0.205256156143923;-0.110089664994969;0.0135482816392802;-0.277027038642523;-0.177940106988305;0.0375265782870155;-0.140206770464824;0.344988016042585;-0.129402532474837;0.207218893706409;-0.0196225321872605;-0.0957617608105425;0.240906562451155;0.215802420814086;0.187316373246417;0.0267623863582908;-0.110755749664014;-0.106839117808329;0.312748687846872;-0.0422910978204474;0.0508967783414916;0.0822322584828314;-0.0659969397615979;-0.0909428182625032
-0.170144782936476;0.127175142908725;0.287612285137799;0.14230125889049;0.0876485740389341;0.237171612066587;0.113703094031287;-0.190590073299494;-0.10305241884148;0.101028810497721;-0.0365374502292751;-0.0555726371904593;-0.0246677579960835;0.0504807537622637;-0.0266742935524835;-0.336659224722499;0.124654230065652;-0.0154335910865308;0.438805596426608;0.278979227922461;-0.226180937307439;-0.0267173061307798;-0.0367719830331845;0.354896685091178;-0.276020416689617;0.0913325120169431;-0.144902772063088;-0.00488415537079673;-0.0568209752320354;0.0240018741831665;-0.125274884048723;-0.0767025899462424
-0.171137339708673;0.073264567891229;0.307737589399009;0.164085060646413;-0.0596254013785376;0.0913222375484331;-0.086315721995581;-0.0330029204875424;0.0334922920255163;0.236696903789717;0.0274871180567084;0.137743507384247;-0.0280829043356892;0.0420319406933279;-0.0773389118486339;0.227361348036622;-0.0474331417911485;0.361268359701484;-0.0863596933576714;-0.0355223392890338;-0.065831575405461;-0.0918043261746616;-0.0772660642645795;-0.299981833993172;0.171370081821412;0.269462225545062;-0.53825396583682;-0.12600134367675;0.0208532601394621;0.0574295435580828;0.146095377698932;-0.0576539112672434
-0.181862385200133;0.0598932971802846;0.200057214778372;0.00369252007585932;-0.300220197062342;-0.392704792939596;-0.112339918424608;0.261373609296804;-0.0186948382770817;0.0282408132834827;0.175876698894266;-0.110246685646067;-0.255288819877887;-0.191218161529989;-0.00148038862318953;0.0282799694536891;0.372236309896492;0.00639764927542512;0.32600561698807;-0.179708006848145;0.138185344282452;-0.154754374406634;0.0485533672395206;0.00156153147682806;0.0134482333878465;-0.00668705831331729;0.117321049118213;0.0278517043142551;-0.0212524954151283;-0.17579988413966;0.104893335481738;-0.267468125245173
-0.160567119995315;0.0422235537551085;0.277564007664131;-0.0596242724796153;-0.0606094004832886;-0.0830977977819953;-0.0731004739191134;0.02037385364754;0.0262066765494752;0.0722754630099846;-0.286623905076172;-0.272704827163613;0.101578034884695;-0.109411127472174;-0.0504930456633709;-0.254667119839951;-0.323842374962192;-0.057097963741731;-0.31597800735201;-0.146799251262748;0.00963344017240694;-0.0440066848102606;-0.1717715557628;0.155782684927991;-0.00977080268312517;-0.359256988541179;-0.143013240687707;0.270132660529184;-0.158437798449217;-0.0369208124106638;0.233516069144418;-0.185648339426253
-0.181037578951391;-0.0448261905326585;0.120466377052411;-0.151914132918562;0.0167374028736362;-0.356462721901209;-0.190730908729492;-0.0249731740325796;0.164114868041619;-0.0119814866241429;-0.290615463680898;-0.239774737752075;0.0316832755655356;-0.0331429073888088;-0.119803102823746;-0.00327385950837018;0.118954361346286;-0.0471404140866053;-0.209863382381763;0.290104007655726;-0.164279098883456;0.150285571470141;0.139120882063269;-0.280077399420034;-0.236930549634076;0.176536822865358;0.0743814176898499;-0.235066611711068;-0.166904872628697;0.115591324178194;-0.309823769804184;0.023229769841188
-0.193844793826354;-0.204984075816264;0.137551377242477;-0.0956362359695488;-0.185273298074255;0.268741922972881;0.170142919163461;0.274345810976395;0.149419772955972;0.307181979719123;-0.31544906441746;0.160088039336267;-0.00452648969350425;0.112696806378345;0.173956254547033;0.120400283590394;0.100938583503535;-0.0829103282425779;-0.105524080533699;-0.108497336964407;-0.235764993475083;0.0121249392897425;-0.0368145985440472;0.135006886500769;-0.0373958991136572;0.0653298457401938;0.364584790669125;-0.194689259280442;0.215389206736989;0.0912027564266116;0.185183283239449;-0.0386683274155593
-0.216674102546887;-0.250495921399883;-0.0344210696531429;-0.14297879836587;0.137100045209432;-0.0589085369433836;-0.377663123629411;-0.0456347918720085;0.0720462942982696;-0.113605272395525;0.16453572001099;-0.118453940793671;0.110121352613446;-0.0610051957823158;0.141639246349278;0.122222630386216;-0.176920325542125;-0.0877235036496404;0.124165303675064;-0.124048009623699;-0.340961851901234;-0.144446033291818;0.398385381720409;0.270356720028461;0.153901124314614;-0.0546563570967776;-0.194680002816416;-0.0420804066051567;0.286159018908501;0.0591122913070115;-0.0317976384918885;0.0137289205992821
-0.22417073556151;-0.203849135125225;0.0141770103040655;-0.0475181867660906;0.259287168904896;-0.0321574541773273;0.435895637212596;0.486232227627603;-0.264851382871399;0.00889809435198124;0.188512583348066;-0.137126917074269;0.0053846849679712;0.00973419173082316;-0.169319588228937;0.0075003174353221;-0.163045835228172;-0.338983791190586;0.0143772701344974;-0.0486450774932523;0.0708119656327796;0.0322135970855948;-0.0334909372232653;-0.0799361657336249;0.0355714785775712;0.087807605590381;-0.227420139002512;-0.124508234993409;-0.0724712584400282;0.0598701640388681;-0.121600846177231;-0.0132845303213241
-0.230043162471758;-0.203966807570386;-0.0314066983158719;0.11156904936096;-0.158667992059077;0.0158703826736093;0.3883716318014;-0.486946610114918;0.0838017197419826;-0.0784438618199059;0.177703533225647;-0.341255206591261;-0.114419341779133;0.0581392754248132;-0.0403477803439141;-0.0237601355204572;0.10709975072828;-0.0411147911738552;-0.0687320710794159;-0.180142986747565;-0.108102046254384;0.25972729567202;0.176351762235671;-0.139100564225088;0.0340230924004276;0.0941361031977469;0.0486892751649651;0.0987060489457258;-0.0158390853547112;-0.0603968721938155;0.285088906303246;0.107497860488686
-0.249386171756719;-0.112122561681162;-0.0820493258522223;0.229915061991491;-0.0873850929740541;-0.0889865605233369;0.116505783022834;-0.206160660112318;0.0844827308507149;-0.0431459703044173;0.14494987753159;-0.0510831380097079;0.0797011027598664;0.00226754611657115;0.0141026344306549;-0.238150758724699;-0.200266462451583;0.209589767989032;-0.0977688960072539;-0.0392674114430197;0.207246802088542;-0.349053138969338;-0.221803146975415;0.0137695570227854;0.104812063368996;-0.0317248242191521;0.239412276497799;-0.318924730158038;0.208823814943164;0.173503603777773;-0.317845419265789;-0.207484684896301
-0.226571603702009;-0.164516119632005;-0.268667186683613;0.484074495445357;-0.0899885467178337;-0.13145138645615;-0.236689234988171;0.0757613597795342;-0.187828913110403;0.277611222546727;-0.00104186019714112;0.12727193945882;0.224208468028508;-0.210583334676001;-0.171694464180244;-0.0056118165496735;-0.0628887596536742;-0.0134543479612169;0.117251941386686;0.224672006528049;0.000573552743500882;0.372932801243231;-0.0424811691529335;0.0124304158780521;0.0288183402231493;-0.143356897276396;0.0775375432237334;0.00346224064428786;0.0371545665952936;0.0223987482872225;0.170721293782927;0.0862833814091481
-0.239911721577797;-0.12973206132097;-0.1735819561854;0.318475421640558;0.00363890577525897;-0.0489823454345706;-0.12356706071448;0.136399456438345;0.0464918737237621;-0.121842975489087;-0.00688534911481643;0.190131142316221;-0.100379653266256;0.431360630263692;0.127806895873941;0.0446157594967763;-0.140136368065101;0.0441031972728707;-0.0909569933631759;-0.152335309003513;-0.101488761861722;-0.141275351918529;0.0554144048257683;0.0194790884294789;-0.277132870135952;0.204740830874258;0.0548626034617404;0.351307288815581;-0.324658884225271;-0.172191351507703;-0.129762303254261;-0.0792449727739581
-0.249082367519948;-0.0776483824742697;-0.12479505991118;0.172926554072084;0.0697434653325866;0.110545916532407;0.0139104696541231;0.0517653865888983;-0.0350065152040614;-0.232539274536831;-0.302686775190653;-0.0860192394748894;-0.109626621246949;0.0775861231122241;0.159240289614169;0.0753590719374617;0.545791280598181;0.0049850923209812;-0.178205325552531;0.107439947788281;0.151377742477245;-0.0445631908397325;-0.0917876757991004;0.108558880371167;0.235698443221079;-0.287223191976698;-0.284972832560492;0.045172890644605;0.0919572668992078;-0.0297965641470299;-0.161378338405842;0.141733707091317
